"","total_products","total_transactions","total_revenue","total_usage","total_accounts","churned","Business_Code","Location_Type","Year_Started","Public_Private_Indicator","Owns_Rents_Code","Square_Footage","Subsidiary_Indicator","Manufacturing_Indicator","Legal_Status_Code","Currency_Code","Status_Code","Population_Code","Hierarchy_Code","Revenue__US_Dollars_","Number_of_Family_Members","Employees_Here","Employee_Count_Total","Domestic_Ultimate_Employee_Count","Domestic_Ultimate_Revenue","Global_Ultimate_Indicator","Major_Industry_Category_Name","YearCreated","PropMissing","TP"
"17575",1,56,2266.83,67180,1,"No","USA","HQ",2004,"N","X2",10000,"X0","X0","X3","X20","X1","X8","X1",22726712,9,96,118,96,22726712,"Y","Services",2015,0.0666666666666667,56
"17576",2,41,3284.56,128413,1,"No","USA","HQ",1953,"N","X0",125000,"X0","X0","X3","X20","X1","X7","X1",231996197,5,1000,1350,1000,231996197,"Y","Manufacturing",2015,0.166666666666667,20.5
"17577",3,175,1982918.12,76257608,44,"No","EMEA","Branch",NA,"N","X0",3872,"X0","X1","X0","missing","X2","X5","X1",NA,176,4,0,148,2291963000,"N","Services",2015,0.366666666666667,58.3333333333333
"17579",1,12,38.27,5228,1,"No","APAC","Single.Location",2013,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2015,0.466666666666667,12
"17582",1,21,4087.24,121254,1,"No","USA","Single.Location",2001,"N","X2",15000,"X0","X1","X3","X20","X0","X9","X0",14394406,0,60,60,60,14394406,"N","Services",2015,0.1,21
"17583",2,39,537.19,3467,44,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,19.5
"17584",1,41,3546.69,35229,1,"No","EMEA","Single.Location",2014,"N","X0",0,"X3","X0","X0","X500","X0","X0","X2",88695862,3,1705,1705,1705,88695862,"N","Manufacturing",2015,0.333333333333333,41
"17586",3,123,166221.34,5200565,1,"No","USA","HQ",1994,"N","X0",52876,"X0","X1","X3","X20","X1","X9","X1",160227023,14,400,1000,400,160227023,"Y","Services",2015,0.1,41
"17587",2,26,929.23,17436,1,"No","USA","HQ",2011,"N","X1",277000,"X3","X0","X3","X20","X1","X7","X2",616970783,146,277,1638,1500,2252715099,"N","Manufacturing",2015,0.0666666666666667,13
"17588",2,99,6519.56,199393,1,"No","EMEA","HQ",2010,"N","X0",0,"X0","X0","X100","X5080","X1","X0","X1",93915158,24,NA,106,0,93915158,"Y","Finance..Insurance..Real.Estate",2015,0.333333333333333,49.5
"17589",1,3,6771.76,0,1,"No","EMEA","HQ",1917,"N","X0",0,"X0","X0","X3","X370","X1","X0","X1",10941278844,843,NA,100,0,10941278844,"Y","Services",2015,0.4,3
"17590",1,1,599.32,0,1,"No","EMEA","HQ",1995,"N","X0",0,"X3","X0","X3","X5080","X1","X0","X4",14486212,147,NA,180,0,3279739,"N","Finance..Insurance..Real.Estate",2015,0.366666666666667,1
"17591",1,33,179.19,5315,1,"No","USA","Single.Location",2008,"N","X1",7099,"X0","X1","X12","X20","X0","X9","X0",4144446,0,25,25,25,4144446,"N","Finance..Insurance..Real.Estate",2015,0.166666666666667,33
"17592",1,52,27169.06,793629,1,"No","USA","HQ",1992,"N","X2",50000,"X0","X1","X3","X20","X1","X9","X1",175765732,9,51,137,51,175765732,"Y","Wholesale.Trade",2015,0.0666666666666667,52
"17593",3,49,4038.45,15295,1,"No","USA","HQ",2009,"N","X0",9370,"X3","X1","X3","X20","X1","X9","X5",16337082,38,62,153,24,102459196,"N","Finance..Insurance..Real.Estate",2015,0.1,16.3333333333333
"17595",1,2,1097.52,0,1,"No","APAC","HQ",1876,"N","X0",0,"X0","X0","X101","X280","X1","X0","X1",850609018,19,NA,4545,0,850609018,"Y","Services",2015,0.366666666666667,2
"17596",1,17,2835.46,0,1,"No","APAC","HQ",2017,"N","X0",0,"X0","X0","X0","X280","X1","X0","X1",273325396,46,NA,970,0,273325396,"Y","Services",2015,0.333333333333333,17
"17597",1,21,1470.55,95164,1,"No","APAC","HQ",1883,"N","X0",0,"X0","X0","X101","X320","X1","X0","X1",11841167,2,NA,47117,0,11841167,"Y","Finance..Insurance..Real.Estate",2015,0.4,21
"17598",1,78,1710.94,23163,64,"No","EMEA","Single.Location",2002,"N","X0",0,"X0","X0","X3","X20","X0","X0","X0",95418000,0,90,90,90,95418000,"N","Finance..Insurance..Real.Estate",2015,0.3,78
"17599",2,65,1595.41,69980,1,"No","EMEA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X6",NA,710,NA,0,0,0,"N","Manufacturing",2015,0.5,32.5
"17601",1,15,27.72,956,1,"No","USA","HQ",2005,"N","X0",0,"X0","X1","X3","X20","X1","X9","X1",4944075,2,16,22,16,4944075,"Y","Services",2015,0.1,15
"17602",1,21,1037.27,40200,1,"No","USA","HQ",1961,"N","X2",4129,"X0","X1","X3","X20","X1","X9","X1",41153396,2,15,201,15,41153396,"Y","Wholesale.Trade",2015,0.1,21
"17604",1,3,1.85,55,1,"No","EMEA","Branch",2015,"N","X0",0,"X0","X0","X0","missing","X2","X0","X1",NA,2,NA,0,0,0,"N","Services",2015,0.433333333333333,3
"17606",1,41,299.63,9407,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,41
"17609",2,40,1834.94,49341,1,"Yes","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.16666666666667,20
"17611",3,89,105055.01,607722,129,"No","APAC","Single.Location",2014,"N","X0",0,"X3","X0","X3","X50","X0","X0","X4",4401053,57,18,18,18,4401053,"N","Transportation...Public.Utilities",2015,0.266666666666667,29.6666666666667
"17613",1,10,45.19,6359,1,"No","APAC","Single.Location",NA,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2015,0.466666666666667,10
"17615",1,84,12797.4,14981,1,"No","EMEA","HQ",2011,"N","X0",0,"X0","X0","X3","missing","X1","X0","X1",NA,6,NA,0,0,0,"Y","Services",2015,0.4,84
"17616",1,31,5113.57,120867,1,"No","EMEA","HQ",2012,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",67092169,2,NA,87,0,67092169,"Y","Services",2015,0.333333333333333,31
"17618",2,36,1222.38,17040,1,"No","EMEA","Single.Location",NA,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Public.Administration",2015,0.5,18
"17619",1,1,530.91,0,1,"No","EMEA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X1",NA,20,1,0,0,30146310,"N","Services",2015,0.4,1
"17620",2,44,3414.75,99395,1,"No","USA","HQ",1968,"N","X2",3800,"X0","X1","X3","X20","X1","X7","X1",3008191,2,6,18,6,3008191,"Y","Finance..Insurance..Real.Estate",2015,0.1,22
"17622",2,58,10587.49,54064,1,"No","EMEA","Single.Location",2008,"N","X0",0,"X0","X0","X3","missing","X0","X0","X0",NA,0,51,51,51,0,"N","Wholesale.Trade",2015,0.4,29
"17623",1,46,427.39,9467,1,"No","USA","HQ",2014,"N","X0",1771,"X3","X1","X12","X20","X1","X9","X4",81381281,28,1,301,1,81381281,"N","Retail.Trade",2015,0.2,46
"17626",1,51,3246.88,90593,1,"No","USA","HQ",1916,"N","X1",147500,"X0","X1","X3","X20","X1","X9","X1",2.22e+08,12,300,480,300,2.22e+08,"Y","Wholesale.Trade",2015,0.0666666666666667,51
"17627",2,133,1638798.91,0,1,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.16666666666667,66.5
"17628",2,8,94.48,483,1,"No","APAC","HQ",2017,"N","X0",0,"X3","X0","X0","X280","X1","X0","X2",73637135,49,NA,570,0,617598245,"N","Services",2015,0.333333333333333,4
"17629",2,53,8560.79,150202,1,"No","EMEA","Single.Location",2015,"N","X0",0,"X3","X0","X0","X9450","X0","X0","X2",8218676,2,97,97,97,8218676,"N","Services",2015,0.3,26.5
"17631",3,125,98448.87,1048340,129,"Yes","USA","HQ",2006,"N","X0",5798,"X3","X0","X3","X20","X1","X9","X5",719823904,102,25,2109,25,719823904,"N","Services",2015,0.0666666666666667,41.6666666666667
"17632",1,37,4120.03,45671,1,"No","EMEA","Single.Location",2013,"N","X0",0,"X3","X0","X0","missing","X0","X0","X5",NA,5223,50,50,0,0,"N","Manufacturing",2015,0.366666666666667,37
"17633",2,82,11574.41,91175,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.33333333333333,41
"17634",2,26,479.72,3973,1,"No","USA","Single.Location",2004,"N","X0",0,"X3","X0","X3","X160","X0","X0","X4",NA,967,68,68,68,0,"N","Manufacturing",2015,0.333333333333333,13
"17636",1,64,1279.37,21132,1,"No","USA","Single.Location",2015,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",102408,0,8,8,8,102408,"N","Public.Administration",2015,0.266666666666667,64
"17637",1,19,133.16,666,1,"No","APAC","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X0","X0",NA,0,1,0,1,0,"N","Wholesale.Trade",2015,0.433333333333333,19
"17638",1,55,451.32,6605,1,"No","EMEA","Single.Location",2010,"N","X0",0,"X0","X0","X3","X160","X0","X0","X0",1867459,0,2,2,2,1867459,"N","Services",2015,0.3,55
"17639",1,18,27.38,896,1,"No","EMEA","Single.Location",1996,"N","X0",0,"X3","X0","X3","X160","X0","X0","X2",29091153,4,114,114,0,148157132,"N","Manufacturing",2015,0.3,18
"17640",1,6,416.14,20807,1,"No","USA","Single.Location",2015,"N","X0",0,"X0","X1","X0","X20","X0","X9","X0",102408,0,8,8,8,102408,"N","Public.Administration",2015,0.266666666666667,6
"17641",1,38,707.83,12903,1,"No","USA","Single.Location",2010,"N","X1",2900,"X0","X1","X3","X20","X0","X8","X0",847980,0,12,12,12,847980,"N","Services",2015,0.166666666666667,38
"17645",4,417,516784.03,16324661,44,"No","USA","HQ",2015,"N","X2",52283,"X3","X1","X3","X20","X1","X9","X2",389957071,1718,32,11342,3,3742736000,"N","Services",2015,0.2,104.25
"17646",1,50,2893,55372,1,"No","USA","HQ",2000,"N","X2",2606,"X0","X1","X12","X20","X1","X9","X1",7622101,4,9,60,9,7622101,"Y","Services",2015,0.1,50
"17647",1,5,317.55,0,64,"No","USA","HQ",2012,"N","X0",12276,"X3","X0","X3","X20","X1","X9","X4",34467224,1727,66,109,17,1.6348e+10,"N","Manufacturing",2015,0.1,5
"17648",1,53,14808.44,366724,1,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.16666666666667,53
"17649",1,50,4273.93,126464,1,"No","USA","Single.Location",1990,"N","X2",6869,"X0","X1","X3","X20","X0","X9","X0",23089167,0,138,138,138,23089167,"N","Services",2015,0.1,50
"17651",1,30,1215.57,23740,1,"No","USA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.16666666666667,30
"17653",3,28,891.13,3256,1,"Yes","USA","Single.Location",2017,"N","X2",33000,"X3","X0","X3","X20","X0","X8","X2",14362240,56,60,60,14,631543544,"N","Manufacturing",2015,0.1,9.33333333333333
"17654",2,32,1137.31,25377,1,"No","USA","Single.Location",1998,"N","X2",2500,"X3","X0","X3","X20","X0","X9","X2",6764745,108,41,41,41,6764745,"N","Manufacturing",2015,0.1,16
"17655",1,34,927.34,0,1,"No","APAC","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,34
"17658",3,88,6844.39,51650,1,"No","EMEA","Single.Location",2015,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X2",40600881,46,139,139,139,40600881,"N","Manufacturing",2015,0.3,29.3333333333333
"17659",1,11,91.79,1524,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,11
"17663",1,33,1283.57,18553,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,33
"17664",1,6,118.76,2772,1,"No","EMEA","Single.Location",1992,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Manufacturing",2015,0.4,6
"17665",3,94,43657.25,1249988,1,"No","EMEA","HQ",1993,"N","X0",0,"X0","X0","X3","X160","X1","X0","X1",356887773,76,NA,3504,0,356887773,"Y","Services",2015,0.3,31.3333333333333
"17666",1,4,21.96,175,1,"No","EMEA","HQ",2015,"N","X0",0,"X0","X0","X3","X160","X1","X0","X1",NA,2,NA,15,0,0,"Y","Services",2015,0.366666666666667,4
"17667",3,47,4658.86,36904,1,"No","USA","HQ",2006,"N","X0",7189,"X0","X1","X12","X20","X1","X9","X1",30789717,9,30,230,30,30789717,"Y","Finance..Insurance..Real.Estate",2015,0.1,15.6666666666667
"17668",4,282,63610.9,1569206,1,"No","EMEA","Single.Location",2014,"N","X0",0,"X3","X0","X3","X160","X0","X0","X2",NA,40,3,3,3,0,"N","Finance..Insurance..Real.Estate",2015,0.333333333333333,70.5
"17669",3,97,3939.01,88965,1,"No","USA","Single.Location",1987,"N","X2",6758,"X0","X1","X3","X20","X0","X9","X0",113262042,0,27,27,27,113262042,"N","Services",2015,0.1,32.3333333333333
"17670",2,18,11421.68,1864,1,"Yes","USA","Single.Location",1989,"N","X1",0,"X0","X0","X3","X20","X0","X9","X0",5.5e+07,0,200,200,200,5.5e+07,"N","Manufacturing",2015,0.2,9
"17671",3,137,9184.92,244635,1,"No","USA","HQ",1986,"N","X0",0,"X0","X0","X3","X20","X1","X9","X1",88348342,19,217,217,217,88348342,"Y","Manufacturing",2015,0.233333333333333,45.6666666666667
"17672",1,2,12949.2,0,1,"No","USA","Single.Location",1937,"N","X1",8579,"X0","X1","X3","X20","X0","X9","X0",1837561,0,30,30,30,1837561,"N","Services",2015,0.1,2
"17673",1,31,4194.67,95892,1,"Yes","USA","Single.Location",2010,"N","X0",5085,"X0","X1","X0","X20","X0","X9","X0",5146888,0,19,19,19,5146888,"N","Finance..Insurance..Real.Estate",2015,0.2,31
"17675",1,34,927.34,0,1,"No","APAC","Single.Location",NA,"N","X0",0,"X0","X0","X0","X280","X0","X0","X0",299700,0,2,2,2,299700,"N","Services",2015,0.333333333333333,34
"17676",2,87,17300.64,1324376,1,"No","USA","HQ",2016,"N","X2",43000,"X3","X1","X3","X20","X1","X9","X3",313784396,41,456,1400,23,883503723,"N","Retail.Trade",2015,0.0666666666666667,43.5
"17677",2,53,1274.36,26403,1,"No","EMEA","Branch",2016,"N","X0",0,"X0","X0","X120","X120","X2","X0","X4",164553264,1208,NA,111,0,164553264,"N","Wholesale.Trade",2015,0.333333333333333,26.5
"17678",2,39,4970.05,8539,1,"No","EMEA","Single.Location",2000,"N","X0",0,"X0","X0","X13","X5080","X0","X0","X0",250508,0,3,3,3,250508,"N","Services",2015,0.266666666666667,19.5
"17680",2,19,29088.13,18462,1,"No","EMEA","Single.Location",2015,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X4",NA,4426,NA,0,0,0,"N","Services",2015,0.4,9.5
"17681",3,146,21989.28,55029,1,"No","APAC","HQ",2010,"N","X0",0,"X3","X0","X3","missing","X1","X0","X2",NA,13,NA,60,0,0,"N","Services",2015,0.4,48.6666666666667
"17682",1,53,691.29,12312,1,"No","EMEA","Single.Location",2010,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X2",1514207,2,7,7,7,1514207,"N","Services",2015,0.3,53
"17683",1,49,1809.85,36764,1,"No","USA","Single.Location",2011,"N","X0",7538,"X0","X1","X3","X20","X0","X9","X0",8030367,0,35,35,35,8030367,"N","Finance..Insurance..Real.Estate",2015,0.1,49
"17685",1,24,140.77,17676,1,"No","APAC","Single.Location",1981,"N","X0",0,"X0","X0","X0","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Transportation...Public.Utilities",2015,0.433333333333333,24
"17686",1,5,44.06,1331,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.33333333333333,5
"17687",1,42,1467.88,1990,1,"No","APAC","Single.Location",2015,"N","X0",0,"X0","X0","X3","missing","X0","X0","X0",NA,0,4,4,4,0,"N","Services",2015,0.366666666666667,42
"17689",1,9,198.95,265,1,"No","EMEA","HQ",2009,"N","X0",0,"X0","X0","X3","X160","X1","X0","X1",119345670,3,NA,550,0,119345670,"Y","Finance..Insurance..Real.Estate",2015,0.333333333333333,9
"17690",1,51,1983.64,9529,1,"No","USA","Single.Location",2008,"N","X2",5619,"X0","X0","X3","X20","X0","X7","X0",1300000,0,25,25,25,1300000,"N","Manufacturing",2015,0.1,51
"17692",1,49,1125.95,27183,1,"No","EMEA","HQ",2000,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",283545673,31,254,266,254,283545673,"Y","Services",2015,0.3,49
"17693",1,1,0.28,6,1,"No","EMEA","HQ",1909,"N","X0",0,"X3","X0","X3","missing","X1","X0","X4",NA,238,NA,165,0,0,"N","Manufacturing",2015,0.4,1
"17694",4,180,65129.99,1136047,1,"No","USA","Branch",NA,"N","X0",0,"X0","X0","X0","missing","X2","X9","X3",NA,173,31,0,0,207531944,"N","Manufacturing",2015,0.366666666666667,45
"17695",1,2,2.69,72,1,"No","EMEA","Single.Location",2014,"N","X0",0,"X0","X0","X3","X5080","X0","X0","X0",180708,0,1,1,1,180708,"N","Services",2015,0.3,2
"17696",2,46,1348.07,30703,1,"No","USA","HQ",1934,"N","X2",40000,"X0","X1","X3","X20","X1","X8","X1",94053568,19,3,195,3,94053568,"Y","Finance..Insurance..Real.Estate",2015,0.1,23
"17697",1,21,910.08,22667,1,"Yes","USA","HQ",1978,"N","X1",24000,"X0","X0","X3","X20","X1","X7","X1",22081936,4,32,35,32,22081936,"Y","Wholesale.Trade",2015,0.0666666666666667,21
"17698",3,53,1814.69,10047,1,"No","APAC","Single.Location",1989,"N","X0",0,"X0","X0","X3","X400","X0","X0","X0",74480236,0,700,700,700,74480236,"N","Manufacturing",2015,0.3,17.6666666666667
"17700",1,12,96.59,1234,1,"No","APAC","HQ",1988,"N","X0",0,"X3","X0","X3","X970","X1","X0","X2",6752661,5,NA,66,0,62020340,"N","Manufacturing",2015,0.333333333333333,12
"17701",5,107,65088.11,1208079,9,"No","EMEA","HQ",2004,"N","X0",0,"X3","X0","X3","X160","X1","X0","X3",328172,14,NA,650,0,110155091,"N","Services",2015,0.333333333333333,21.4
"17702",1,16,49.99,818,1,"No","EMEA","HQ",2006,"N","X0",0,"X0","X0","X3","X5080","X1","X0","X1",3214283,2,NA,18,0,3214283,"Y","Services",2015,0.366666666666667,16
"17703",1,65,7928.43,40047,1,"No","USA","Single.Location",2006,"N","X0",0,"X3","X0","X3","X560","X0","X0","X2",415247441,2,498,498,0,0,"N","Transportation...Public.Utilities",2015,0.333333333333333,65
"17705",1,34,17515.5,0,1,"No","USA","Single.Location",1962,"N","X0",14074,"X3","X1","X3","X20","X0","X9","X4",35480328,1700,350,350,53,0,"N","Services",2015,0.0666666666666667,34
"17706",2,52,81706.19,1057411,44,"No","EMEA","HQ",1980,"N","X0",0,"X3","X0","X3","X160","X1","X0","X2",73650147,63,NA,119,0,1037835414,"N","Manufacturing",2015,0.333333333333333,26
"17708",1,2,31.94,275,1,"No","EMEA","Single.Location",NA,"N","X0",0,"X0","X0","X3","missing","X0","X0","X0",NA,0,1,1,1,0,"N","Public.Administration",2015,0.433333333333333,2
"17709",2,15,285.68,2144,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.2,7.5
"17710",1,14,7959,0,1,"Yes","USA","Branch",NA,"N","X0",29961,"X0","X1","X0","missing","X2","X5","X4",NA,1700,109,0,53,0,"N","Services",2015,0.166666666666667,14
"17711",5,610,838622.77,56333105,1,"No","USA","Single.Location",2011,"N","X0",2218,"X0","X1","X3","X20","X0","X9","X0",58050,0,2,2,2,58050,"N","Services",2015,0.266666666666667,122
"17713",3,416,2297429.63,950553,88,"No","USA","Branch",NA,"N","X0",29014,"X0","X0","X0","missing","X2","X9","X1",NA,38,28,0,277,2.918e+09,"N","Manufacturing",2015,0.266666666666667,138.666666666667
"17714",2,44,3688.74,66009,98,"No","APAC","Single.Location",1988,"N","X0",0,"X3","X0","X3","X970","X0","X0","X2",2866922,3,40,40,0,0,"N","Services",2015,0.333333333333333,22
"17717",3,181,20584.38,231450,1,"No","EMEA","Single.Location",2014,"N","X0",0,"X0","X0","X3","X160","X0","X0","X0",NA,0,2,2,2,0,"N","Services",2015,0.333333333333333,60.3333333333333
"17718",1,15,151.65,3402,1,"No","USA","Single.Location",2001,"N","X0",6278,"X0","X1","X3","X20","X0","X9","X0",4900316,0,16,16,16,4900316,"N","Wholesale.Trade",2015,0.133333333333333,15
"17720",1,30,481.77,12600,1,"Yes","USA","Single.Location",1920,"N","X1",100000,"X0","X1","X3","X20","X0","X9","X0",20483672,0,200,200,200,20483672,"N","Services",2015,0.1,30
"17721",3,65,1211.67,9632,1,"No","APAC","Single.Location",2015,"N","X0",0,"X0","X0","X3","missing","X0","X0","X0",NA,0,NA,0,0,0,"N","Services",2015,0.433333333333333,21.6666666666667
"17725",1,50,2970.78,31553,1,"No","EMEA","HQ",2016,"N","X0",0,"X3","X0","X3","X5080","X1","X0","X4",1260568578,482,43,70,43,1260568578,"N","Services",2015,0.3,50
"17726",1,1,0.13,2,1,"No","EMEA","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.16666666666667,1
"17728",1,15,237.59,9483,1,"No","USA","Single.Location",2006,"N","X0",0,"X0","X1","X0","X20","X0","X7","X0",120000,0,2,2,2,120000,"N","Services",2015,0.2,15
"17729",2,120,17721.32,33150,1,"No","APAC","HQ",1962,"N","X0",0,"X0","X0","X101","X320","X1","X0","X1",1437518941,20,NA,600,0,1437518941,"Y","Wholesale.Trade",2015,0.333333333333333,60
"17730",1,32,2115.22,11069,1,"No","missing","missing",NA,"missing","missing",NA,"missing","missing","missing","missing","missing","missing","missing",NA,NA,NA,NA,NA,NA,"missing","missing",2015,1.33333333333333,32
"17735",2,9,235.94,1347,1,"No","EMEA","Single.Location",2010,"N","X0",0,"X3","X0","X3","X5080","X0","X0","X4",71534992,6,15,15,15,71534992,"N","Wholesale.Trade",2015,0.3,4.5
